"Sl no","pdf_urls"
"595","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzI3MjAwMDAxMjA5MzIwMjNMMQ%3D%3D"
"596","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Nzc5ODAwMDAxMzIwOTIwMjNMMQ%3D%3D"
"597","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODA0NTAwMDAxMjc5MTIwMjNJUw%3D%3D"
"598","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzQwMjAwMDAxMTUyNjIwMjNJUw%3D%3D"
"599","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzQ2NzAwMDAxMjUwODIwMjNMMQ%3D%3D"
"600","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzM5MjAwMDAxMjMzNDIwMjNMMQ%3D%3D"
"601","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODE1OTAwMDAxMjk3MjIwMjNJUw%3D%3D"
"602","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODE3MzAwMDAxMjk5MDIwMjNJUw%3D%3D"
"603","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzgyNDAwMDAxMzI4NzIwMjNMMQ%3D%3D"
"604","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzgyMTAwMDAxMzI5MzIwMjNMMQ%3D%3D"
"605","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODAxMjAwMDAxMjY3MzIwMjNJUw%3D%3D"
"606","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODMwMzAwMDAxMzI0MzIwMjNJUw%3D%3D"
"607","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Njg4NTAwMDAxMTMwNDIwMjNMMQ%3D%3D"
"608","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzEzMTAwMDAxMDk1MTIwMjNJUw%3D%3D"
"609","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzA4NzAwMDAxMDg1NjIwMjNJUw%3D%3D"
"610","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzE3ODAwMDAxMjA5NTIwMjNMMQ%3D%3D"
"611","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzE5MDAwMDAxMTkwOTIwMjNMMQ%3D%3D"
"612","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzMzNDAwMDAxMTM5OTIwMjNJUw%3D%3D"
"613","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODMwMTAwMDAxMzIzODIwMjNJUw%3D%3D"
"614","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODI5NjAwMDAxMzIzNTIwMjNJUw%3D%3D"
"615","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODE0NjAwMDAxMjk5ODIwMjNJUw%3D%3D"
"616","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzcxODAwMDAxMzA5NTIwMjNMMQ%3D%3D"
"617","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODI0NzAwMDAxMzEzNzIwMjNJUw%3D%3D"
"618","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzkwNTAwMDAxMjUzMDIwMjNJUw%3D%3D"
"619","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODI5MjAwMDAxMzI1NzIwMjNJUw%3D%3D"
"620","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Nzg3MDAwMDAxMjQ3MzIwMjNJUw%3D%3D"
"621","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Nzg3MjAwMDAxMjQ3ODIwMjNJUw%3D%3D"
"622","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjY5NDAwMDAxMDAxNzIwMjNJUw%3D%3D"
"623","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Mzk5MjAwMDAwNDc3ODIwMjNJUw%3D%3D"
"624","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDI4MjAwMDAwNjEzMDIwMjNMMQ%3D%3D"
"625","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDMyNjAwMDAwNTM0NzIwMjNJUw%3D%3D"
"626","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDAyMjAwMDAwNDg2NjIwMjNJUw%3D%3D"
"627","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDA4OTAwMDAwNjEyODIwMjNMMQ%3D%3D"
"628","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDEyMTAwMDAwNTk4NzIwMjNMMQ%3D%3D"
"629","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDI0MTAwMDAwNTE5ODIwMjNJUw%3D%3D"
"630","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDY5MTAwMDAwNzE1MzIwMjNMMQ%3D%3D"
"631","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDY4NzAwMDAwNTk0NjIwMjNJUw%3D%3D"
"632","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDc5ODAwMDAwNzQzMzIwMjNMMQ%3D%3D"
"633","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDg4ODAwMDAwNzg5NzIwMjNMMQ%3D%3D"
"634","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDg0MDAwMDAwNzQ4MzIwMjNMMQ%3D%3D"
"635","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDc4OTAwMDAwNzI3NTIwMjNMMQ%3D%3D"
"636","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTAwMTAwMDAwNzc5NDIwMjNMMQ%3D%3D"
"637","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTAxNjAwMDAwNzg2MDIwMjNMMQ%3D%3D"
"638","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTc4MjAwMDAwNzk4MjIwMjNJUw%3D%3D"
"639","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjA5NTAwMDAwODYzODIwMjNJUw%3D%3D"
"640","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjA1MTAwMDAwODQ4MjIwMjNJUw%3D%3D"
"641","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjE5ODAwMDAwOTkzOTIwMjNMMQ%3D%3D"
"642","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjM0MDAwMDAxMDQ2NTIwMjNMMQ%3D%3D"
"643","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjE4OTAwMDAwOTk0ODIwMjNMMQ%3D%3D"
"644","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjU2ODAwMDAxMDcxMjIwMjNMMQ%3D%3D"
"645","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjE4NTAwMDAxMDQyMjIwMjNMMQ%3D%3D"
"646","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTE4NDAwMDAwMTQzNDIwMjNMMQ%3D%3D"
"647","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTI0MjAwMDAwMDExODIwMjNMMQ%3D%3D"
"648","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTU3NTAwMDAwMDQzNzIwMjNMMQ%3D%3D"
"649","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTU4NjAwMDAwMDI5MjIwMjNJUw%3D%3D"
"650","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTU5ODAwMDAwMDMwOTIwMjNJUw%3D%3D"
"651","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTYyMjAwMDAwMDM5NjIwMjNMMQ%3D%3D"
"652","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTYzNzAwMDAwMDQ5NjIwMjNMMQ%3D%3D"
"653","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTU2MDAwMDAwMDYyNjIwMjNMMQ%3D%3D"
"654","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTY5MjAwMDAwMjI2MzIwMjNMMQ%3D%3D"
"655","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTgxNDAwMDAwMTQ3NzIwMjNMMQ%3D%3D"
"656","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTgyNTAwMDAwMTI1OTIwMjNMMQ%3D%3D"
"657","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTgzNzAwMDAwMTUwMjIwMjNMMQ%3D%3D"
"658","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTg2NTAwMDAwMDgyNTIwMjNJUw%3D%3D"
"659","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTg2NjAwMDAwMDgyNjIwMjNJUw%3D%3D"
"660","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTk4MjAwMDAwMTAwMzIwMjNJUw%3D%3D"
"661","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTk5NjAwMDAwMTAxOTIwMjNJUw%3D%3D"
"662","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjEzOTAwMDAwMjE0MzIwMjNMMQ%3D%3D"
"663","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTk2ODAwMDAwMDk4NTIwMjNJUw%3D%3D"
"664","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjA1OTAwMDAwMTU2NjIwMjNMMQ%3D%3D"
"665","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjE5NTAwMDAwMTY4MzIwMjNMMQ%3D%3D"
"666","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTk5ODAwMDAwMTI2MDIwMjNMMQ%3D%3D"
"667","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjEwNTAwMDAwMTEyNTIwMjNJUw%3D%3D"
"668","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTg3ODAwMDAwMDgzNjIwMjNJUw%3D%3D"
"669","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjUwOTAwMDAwMTg1NTIwMjNJUw%3D%3D"
"670","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjYwNDAwMDAwMjg1MDIwMjNMMQ%3D%3D"
"671","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjA3MTAwMDAwMTA5NjIwMjNJUw%3D%3D"
"672","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjUwNDAwMDAwMTgyOTIwMjNJUw%3D%3D"
"673","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjczMDAwMDAwMjM4NzIwMjNJUw%3D%3D"
"674","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjI0OTAwMDAwMTM2NDIwMjNJUw%3D%3D"
"675","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjUyNjAwMDAwMjMyNTIwMjNMMQ%3D%3D"
"676","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjU0MjAwMDAwMTk2MDIwMjNJUw%3D%3D"
"677","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjU0MjAwMDAwMjU0NTIwMjNMMQ%3D%3D"
"678","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjU4NTAwMDAwMjc1NzIwMjNMMQ%3D%3D"
"679","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjU2NTAwMDAwMjQ5MzIwMjNMMQ%3D%3D"
"680","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzEyODAwMDAwMzcxMTIwMjNMMQ%3D%3D"
"681","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzMwODAwMDAwMzU1NDIwMjNJUw%3D%3D"
"682","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Mjg2NTAwMDAwMzI2NjIwMjNMMQ%3D%3D"
"683","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzMzMTAwMDAwMzU3MTIwMjNJUw%3D%3D"
"684","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzQ1NjAwMDAwMzg0NjIwMjNJUw%3D%3D"
"685","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzU3MDAwMDAwNDcyODIwMjNMMQ%3D%3D"
"686","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzU4MTAwMDAwNDExNzIwMjNJUw%3D%3D"
"687","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzU4ODAwMDAwNDgyNjIwMjNMMQ%3D%3D"
"688","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDU4MTAwMDAwNjc2NzIwMjNMMQ%3D%3D"
"689","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDY3MjAwMDAwNzE0NzIwMjNMMQ%3D%3D"
"690","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDMyMDAwMDAwNTQyNjIwMjNJUw%3D%3D"
"691","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDM1NTAwMDAwNTM2NzIwMjNJUw%3D%3D"
"692","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDQ1NTAwMDAwNjYyMzIwMjNMMQ%3D%3D"
"706","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzgyNzAwMDAxMjQxMDIwMjNJUw%3D%3D"
"693","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDg1NDAwMDAwNjMxNjIwMjNJUw%3D%3D"
"694","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDk5MjAwMDAwNzY5MDIwMjNMMQ%3D%3D"
"695","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDY4NzAwMDAwNzEzNzIwMjNMMQ%3D%3D"
"696","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDc4NTAwMDAwNzI5MjIwMjNMMQ%3D%3D"
"697","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjE3MzAwMDAwODgwNjIwMjNJUw%3D%3D"
"698","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjU2OTAwMDAxMDcwNTIwMjNMMQ%3D%3D"
"699","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Njg0NDAwMDAxMDMxODIwMjNJUw%3D%3D"
"700","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzAxMjAwMDAxMDc3MzIwMjNJUw%3D%3D"
"701","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzczMDAwMDAxMzEyMjIwMjNMMQ%3D%3D"
"702","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODI5ODAwMDAxMzIzNzIwMjNJUw%3D%3D"
"703","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDIwMjMwMDAxMDc1NDAwMDAwMDAxNzIwMjNGMg%3D%3D"
"704","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODE2MDAwMDAxMjk4MTIwMjNJUw%3D%3D"
"705","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODI5NzAwMDAxMzIzNjIwMjNJUw%3D%3D"
"707","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1ODE2MjAwMDAxMjk4MzIwMjNJUw%3D%3D"
"708","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Nzg3MzAwMDAxMjQ2MzIwMjNJUw%3D%3D"
"709","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MTE4ODAwMDAwMDU5NDIwMjNMMQ%3D%3D"
"710","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Mjc1NjAwMDAwMjkyODIwMjNMMQ%3D%3D"
"711","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzA4NjAwMDAwMzczNjIwMjNMMQ%3D%3D"
"712","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzA4NzAwMDAwMzY3ODIwMjNMMQ%3D%3D"
"713","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzA4OTAwMDAwMzA5NTIwMjNJUw%3D%3D"
"714","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzA5MDAwMDAwMzA5MTIwMjNJUw%3D%3D"
"715","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjI5OTAwMDAwMTkyOTIwMjNMMQ%3D%3D"
"716","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MjkwMDAwMDAwMjgwOTIwMjNJUw%3D%3D"
"717","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzUwNjAwMDAwMzk0OTIwMjNJUw%3D%3D"
"718","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzUzODAwMDAwNDAwMzIwMjNJUw%3D%3D"
"719","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1MzkyOTAwMDAwNDY3MTIwMjNJUw%3D%3D"
"720","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Mzk5MTAwMDAwNDc4MDIwMjNJUw%3D%3D"
"721","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDU1OTAwMDAwNjc2NTIwMjNMMQ%3D%3D"
"722","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NDEyMzAwMDAwNTA0NTIwMjNJUw%3D%3D"
"723","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTEzMzAwMDAwODU1OTIwMjNMMQ%3D%3D"
"724","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTE0NzAwMDAwODMyNjIwMjNMMQ%3D%3D"
"725","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTAxMjAwMDAwNjc3MDIwMjNJUw%3D%3D"
"726","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTI1NzAwMDAwODM4OTIwMjNMMQ%3D%3D"
"727","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTI3NzAwMDAwODQ3ODIwMjNMMQ%3D%3D"
"728","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTMyMDAwMDAwNzMxMTIwMjNJUw%3D%3D"
"729","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjM5ODAwMDAwOTQxMjIwMjNJUw%3D%3D"
"730","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTY2NDAwMDAwOTMxMzIwMjNMMQ%3D%3D"
"731","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTg4NzAwMDAwOTUwOTIwMjNMMQ%3D%3D"
"732","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjI2OTAwMDAwOTEwNjIwMjNJUw%3D%3D"
"733","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTc3MDAwMDAwOTIxNDIwMjNMMQ%3D%3D"
"734","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NTk3NjAwMDAwODIwNDIwMjNJUw%3D%3D"
"735","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjQ2MjAwMDAxMDQ4MjIwMjNMMQ%3D%3D"
"737","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjQ0OTAwMDAxMDM0NjIwMjNMMQ%3D%3D"
"738","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjQ4MjAwMDAwOTU4NDIwMjNJUw%3D%3D"
"739","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Njc3NDAwMDAxMDE3NDIwMjNJUw%3D%3D"
"740","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Njc1NTAwMDAxMDE1MzIwMjNJUw%3D%3D"
"741","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1Njc2MDAwMDAxMTIwNzIwMjNMMQ%3D%3D"
"742","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzAxNTAwMDAxMDc3OTIwMjNJUw%3D%3D"
"743","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NzAxNzAwMDAxMTcwNDIwMjNMMQ%3D%3D"
"744","https://pay2igr.igrmaharashtra.gov.in/eDisplay/propertydetails/indexii/Mw%3D%3D/MDUxNDA1NjkxODAwMDAxMTUyNDIwMjNMMQ%3D%3D"
